                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2352,                 2.1953,                 1.6159,                0.27183,                0.17959,                 0.1251,                0.05531,                 1.9016,                 2.8999,                 1.9871,             0.00065926,             0.00065926,             0.00065926
                      2,                 1.2516,                 1.8449,                 1.6009,                0.32009,                0.31837,                0.21104,                 0.0729,                 2.0754,                 2.8368,                 2.4032,              0.0013128,              0.0013128,              0.0013128
